Product Type,Majestic Type,Size,Product Orientation,Shape,Stock,Coating,Lamination,Spot UV Sides,Colorspec,Runsize,Scoring Options,Slits,Blank Envelopes
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,500,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,500,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,500,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,500,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,500,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,500,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,500,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,500,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,500,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,1000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,100,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,250,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,10000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,100,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,5000,Score in Half,No Gift Cards Slits,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,75,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,25,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,250,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,50,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,100,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,5000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,5000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,5000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,5000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,500,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,5000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,5000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,5000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,5000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,5000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,5000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,10000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,10000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,10000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,10000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,1000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,10000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,10000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,10000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,10000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/4,10000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,10000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/4,10000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,25,Score in Half,Slide Slits Right Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/0,25,Score in Half,Slide Slits Right Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,25,Score in Half,Slide Slits Right Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/0,25,Score in Half,Slide Slits Right Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,5000,Score in Half,Slide Slits Bottom Panel,Yes 250 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,25,Score in Half,Slide Slits Right Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,No Coating,Silk,,4/1,25,Score in Half,Slide Slits Right Panel,Yes 250 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,No Coating,Silk,,4/1,25,Score in Half,Slide Slits Right Panel,Yes 250 Envelopes A2
